chr	start	end	RR	TE	region	CHR	GC	GENE	INTERGENE	INTRON	EXON	SNPs_Una	Pi_Una	SNPs_Itabuna	Pi_Itabuna	SNPs_Tenerife	Pi_Tenerife	tajD_Una	tajD_Itabuna	tajD_Tenerife	piAll	piNWL	Pnonsyn_Una	Psyn_Una	Pnonsyn_Itabuna	Psyn_Itabuna	Pnonsyn_Tenerife	Psyn_Tenerife	Tnonsyn_Una	Tsyn_Una	Tnonsyn_Itabuna	Tsyn_Itabuna	Tnonsyn_Tenerife	Tsyn_Tenerife	TenIta	TenUna	ItaUna	dxy_PQueen_PMale	introgression	dxy_Una_Taiwan	dxy_Itabuna_Leiden
LG5	5750000	6000000	25.1486502101292	0.054236	LDRs	5	0.402024	0.092368	6463	1753.447059	225.5625	324	0.000478615	280	0.000380758	47	0.000037713	0.778495862	0.232919624	-1.815553642	0.000256042	0.00014274	0.00006217	0.00092155	0.00006655	0.00093663	0.0000304	0.00002335	0.56218097	0.99582865	-0.18315071	0.46236706	1.4056432	-1.39277229	0.87971852	0.86026326	0.03461823	0.000358	no	0.002146	0.00237
LG5	6000000	6250000	10.9937235401394	0.048184	LDRs	5	0.380096	0.185608	3240.27027	612.8333333	244.1315789	248	0.000232693	233	0.000233478	43	0.000031381	-0.936687104	-0.903614916	-2.170490408	0.0002383	0.00012816	0.00013479	0.00023858	0.00015177	0.00054661	0	0	-1.05233677	-1.54397271	-1.03320199	-0.63692648	0	0	0.91903373	0.92046924	0.04630346	0.000005	no	0.001928	0.002154
LG5	6250000	6500000	13.60536566	0.178844	LDRs	5	0.414916	0.06058	4626.666667	2071.107143	152	33	0.000033657	35	0.000026571	34	0.000022526	-0.800592044	-1.746270265	-2.374366134	0.000211914	0.0000820001	0.00004116	0	0.00003839	0	0.00001811	0	1.16614309	0	-1.03942662	0	-0.98524799	0	0.96541111	0.96412316	0.02893993	0	no	0.001937	0.00208
LG5	6500000	6750000	13.60536566	0.055204	LDRs	5	0.394072	0.14304	6344.863636	822.2608696	304.5333333	27	0.000016157	23	0.000015526	45	0.000031691	-2.147680999	-2.040503507	-2.235418264	0.000196872	0.0000744495	0	0.00001292	0.00000231	0	0	0	0	-1.30672806	-1.49053889	0	0	0	0.97119296	0.96963795	0.02115028	0	no	0.002026	0.002229
LG5	6750000	7000000	13.60536566	0.02522	LDRs	5	0.390348	0.102124	4232.166667	1919.943396	221.296	30	0.000024604	25	0.000022971	98	0.00011119	-1.606495891	-1.490158219	-0.77785911	0.000230244	0.0000921742	0	0.00001888	0.00000601	0	0.00022938	0.0023772	0	-1.27782822	-1.32085956	0	-1.09629436	0.69794917	0.94784288	0.94861402	0.02778859	0	no	0.001965	0.002157
LG5	7000000	7250000	8.64951802085258	0.067864	LDRs	5	0.443404	0.066876	12948.72727	1349.09589	200.0107527	31	0.000027216	44	0.000034229	68	0.000049901	-1.228947456	-1.685780747	-2.059948304	0.000165089	0.0000678116	0	0	0	0	0.00000567	0	0	0	0	0	-1.6731477	0	0.95096843	0.95045896	0.02233386	0.00001	no	0.001908	0.002048
LG5	7250000	7500000	0	0.043084	LDRs	5	0.41884	0.203712	5111.428571	741.3475177	300.2780749	113	0.0002038	115	0.000123146	38	0.000023155	1.775040706	-0.766145027	-2.48457449	0.000202718	0.0000972029	0.00006204	0.00035869	0.00006025	0.00013963	0.00000167	0	2.09676794	2.18025635	-1.04642878	-1.18072913	-1.71391303	0	0.94054705	0.91774223	0.07646113	0.00001	no	0.001869	0.002127
LG5	750000	1000000	2.6890033210883	0.039768	LDRs	5	0.4043	0.116276	2745.461538	1266.884354	182.0988372	401	0.000215355	72	0.000076248	47	0.000040166	-2.215238527	-0.854094593	-1.83780386	0.000277969	0.000133203	0.00002595	0.00019612	0.00000877	0.00002195	0.00001023	0.00003972	-2.70490429	-2.49466239	-2.10781665	-1.24848473	-2.25614913	-0.45788518	0.94935419	0.90347323	0.03278623	0.00001	no	0.002341	0.002721
LG5	7500000	7750000	6.35175824454838	0.026052	LDRs	5	0.46448	0.017832	22700.27273	1861.111111	159.2142857	131	0.000217314	128	0.00016802	70	0.000057118	1.469447147	0.228430431	-1.745088221	0.000189791	0.0000998551	0.00003501	0.00009026	0	0.00009389	0.00004235	0.00019053	-1.11733756	-1.19757422	0	-1.37411141	-2.58428742	-2.36697443	0.90656692	0.890277	0.06606979	0.000005	no	0.001637	0.001759
LG5	7750000	8000000	15.5037763	0.02452	LDRs	5	0.46664	0.077756	11568.83333	529.8378378	208.7878788	195	0.000354063	196	0.000328563	40	0.000023256	1.957237908	1.425185908	-2.567253613	0.000194783	0.000096435	0	0.00120983	0	0.00112304	0.00001347	0	0	2.71767533	0	2.13483662	-2.29657178	0	0.8726796	0.86583988	0.02237822	0	no	0.001824	0.001894
LG5	8000000	8250000	9.28587050778864	0.037972	LDRs	5	0.44224	0.0912	9431.5	732.1296296	183.381295	88	0.000121926	89	0.000113488	48	0.000038305	0.487749158	0.01486402	-1.827023103	0.000234307	0.0000865654	0.00005489	0	0.00004405	0	0	0	1.62076525	0	0.71285059	0	0	0	0.93116729	0.92917775	0.02642933	0.000024	no	0.002077	0.002029
LG5	8250000	8500000	1.59895875810987	0.018728	LDRs	5	0.402612	0.168984	3966.365854	413.8880597	245.7268041	334	0.000522494	337	0.000505694	34	0.00001785	1.027300286	0.669396606	-2.742552451	0.000203162	0.000113652	0.00028831	0.00198503	0.00026259	0.00180335	0.00001096	0	1.5849764	1.88803615	0.60409379	1.38679019	-2.92674374	0	0.84215669	0.83865834	0.02699138	0.000733	no	0.001855	0.002122
LG5	8500000	8750000	7.00740322416484	0.038568	LDRs	5	0.424768	0.172572	4728.419355	502.9626866	249.4232804	294	0.00040799	282	0.000379482	56	0.00004517	0.488856067	0.228325764	-1.852489097	0.000263365	0.000133885	0.00008973	0.00083785	0.00009727	0.00077756	0.00001019	0.00001595	0.34270762	1.33543166	0.1507337	1.40118779	-1.64743375	-1.23341814	0.85090326	0.84660655	0.02941457	0	no	0.0019	0.002099
LG5	8750000	9000000	10.75296714	0.0632	LDRs	5	0.411696	0.188156	2020.911765	809.3456221	176.7346939	196	0.000167278	198	0.000315157	97	0.000097868	-1.332308147	0.868218731	-1.390066634	0.000208025	0.0000959569	0.00006239	0.00017438	0.00011076	0.00044108	0.00001199	0	-1.31941119	-1.09212021	1.00650892	1.02786503	-3.10343869	0	0.87789176	0.92034282	0.06320771	0	no	0.00171	0.001912
LG5	9000000	9250000	10.75296714	0.035252	LDRs	5	0.435972	0.0232	21930	4707	244.5185185	119	0.000116763	140	0.000139973	158	0.000216426	-0.77173359	-0.888350279	-0.146478675	0.000214267	0.0000854497	0.00013753	0.00016692	0.00017519	0.00027085	0.00006797	0	-0.11703235	-0.46328365	-0.79241917	0.5024008	-0.27496285	0	0.89010691	0.89525832	0.02392275	0	no	0.001824	0.001992
LG5	9250000	9500000	7.50882921636164	0.043704	LDRs	5	0.400572	0.116392	9089.16	235.5058824	258.7131783	68	0.00006011	65	0.000079038	125	0.00012228	-1.200616046	-0.279992257	-1.233046942	0.000204687	0.0000804208	0	0.0001372	0	0.00011455	0	0	0	1.13335236	0	0.62672688	0	0	0.92327946	0.92905711	0.02996799	0.000002	no	0.001837	0.002036
LG5	9500000	9750000	0	0.033352	LDRs	5	0.432368	0.143312	4956.611111	969.7828947	206.8156425	29	0.000020275	21	0.000016827	34	0.000026565	-1.805344019	-1.589807791	-1.996256807	0.000171695	0.000067377	0.00000266	0.00001919	0	0	0	0	-1.3723412	-1.00701655	0	0	0	0	0.96580561	0.96626479	0.02188919	0.00001	no	0.001745	0.001903
LG5	9750000	9847336	NA	0.264866	LDRs	5	0.488257	0.126479	6443.3	1334	408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	no	0.001448	0.001064
LG6	0	250000	NA	0.02636	LDRs	6	0.386096	0.207412	3374.282051	347.9845361	213.6925926	81	0.000040175	25	0.000017727	86	0.000095303	-2.368185162	-1.963184653	-0.98939107	0.000234115	0.000115987	0.00001372	0.00001499	0.00000307	0	0.00004733	0.00015313	-1.41912263	-2.06449086	-1.29932949	0	-1.20522591	-0.34155183	0.94306445	0.9252642	0.02707452	0	no	0.001807	0.002016
LG6	1000000	1250000	NA	0.03368	LDRs	6	0.43836	0.03732	4840.333333	3823.132075	152.9508197	68	0.00003402	23	0.000015147	39	0.000028261	-2.338781768	-2.133240848	-2.211251778	0.000191605	0.000102174	0.00003059	0.00003274	0.00003456	0.00006217	0.00003734	0	-1.94797482	-1.38338457	-0.41311604	-1.12988712	-0.42142363	0	0.96784052	0.9485008	0.03304772	0	no	0.001455	0.001551
LG6	1250000	1500000	0	0.068332	LDRs	6	0.408052	0.031392	7559.5	3643.509804	129.1969697	171	0.000080736	26	0.000022517	215	0.000372746	-2.41603019	-1.437849188	-0.410554725	0.000242179	0.000121914	0.00001495	0.00014312	0.0000462	0.00006146	0	0	-1.34132032	-2.36244678	-0.67649546	-1.23220425	0	0	0.84039903	0.82342658	0.02675435	0.000005	no	0.002719	0.002897
LG6	1500000	1750000	0	0.03256	LDRs	6	0.409312	0.072076	6091.058824	1773.573333	204.9019608	68	0.000030422	21	0.000013036	31	0.000022951	-2.517373084	-2.145995977	-2.104977851	0.000156871	0.0000774205	0.00002485	0.00009514	0.00000783	0.00002351	0.00001513	0	-2.1967178	-2.45976355	-1.34935162	-1.38890778	-2.31990945	0	0.97745157	0.95881503	0.03593025	0.000005	no	0.001796	0.001876
LG6	1750000	2000000	0	0.02776	LDRs	6	0.389656	0.078592	6972	2063.951807	200.7522124	63	0.000028678	13	0.000011644	22	0.000013537	-2.494741266	-1.41706672	-2.449379312	0.000136412	0.0000683479	0.00001976	0.00003785	0.00001642	0	0	0	-2.28073261	-2.08923953	-0.55957461	0	0	0	0.98585325	0.96632987	0.02857155	0	no	0.001604	0.001848
LG6	2000000	2250000	0	0.075632	LDRs	6	0.368564	0.375476	2407.846154	214.8698413	266.585	69	0.000031389	11	0.000008736	33	0.000027901	-2.484193456	-1.609652867	-1.773469699	0.000141195	0.0000731305	0.00000738	0.00002496	0.00000121	0.00000488	0.00000224	0.00000437	-2.63702461	-2.68700684	-1.40896138	-1.37411141	-1.16404428	-1.60065312	0.97194382	0.95136601	0.03702232	0.000005	no	0.001352	0.001538
LG6	2250000	2500000	0	0.052324	LDRs	6	0.377032	0.221416	3628.921053	356.1381215	249.66	64	0.000033094	18	0.000011042	49	0.000041066	-2.323339414	-2.251133316	-1.92271499	0.00014	0.0000707392	0.00001516	0.00006656	0	0.00002537	0.00000353	0.00004543	-1.6182809	-2.33086088	0	-1.68485471	-1.35123384	-0.68874603	0.96738547	0.94726673	0.03074681	0	no	0.001445	0.001601
LG6	250000	500000	NA	0.046984	LDRs	6	0.349252	0.05864	7649.588235	1776.190476	179.5568182	100	0.000049537	31	0.000020865	160	0.000184194	-2.397014385	-2.079500056	-0.856610693	0.000243526	0.00012058	0	0.00002726	0	0	0.00008386	0	0	-1.32514417	0	0	0.24367171	0	0.94029421	0.92075866	0.03212575	0	no	0.002074	0.002341
LG6	2500000	2750000	0	0.047424	LDRs	6	0.408184	0.073072	10164.875	1080.771084	194.9807692	81	0.000038809	20	0.000012985	31	0.000024015	-2.417301375	-2.064126793	-1.934523157	0.000179614	0.0000877539	0	0.00005299	0	0.00001557	0	0.00001892	0	-1.83126374	0	-1.4867966	0	-1.63939001	0.96945454	0.95221175	0.03149967	0	no	0.001845	0.002168
LG6	2750000	3000000	0	0.054104	LDRs	6	0.422608	0.022876	29129	2835	195.3870968	84	0.000043606	52	0.000034816	106	0.000125771	-2.272532002	-2.030997604	-1.08969395	0.000169766	0.0000916522	0.00001651	0	0.00003799	0	0.00008534	0	-1.37983023	0	-1.18362401	0	-1.62048444	0	0.90483837	0.88903391	0.02650764	0.000005	no	0.001286	0.001375
LG6	3000000	3250000	0	0.040428	LDRs	6	0.432252	0.02802	13080.42857	4020.170732	149.0425532	88	0.000056537	48	0.000033693	63	0.000046325	-1.975398836	-1.922292229	-2.081465624	0.000146597	0.0000713481	0.00004117	0.00005382	0	0	0.00003607	0	-0.46328365	-1.33076446	0	0	-0.84385953	0	0.92464257	0.90460811	0.02434859	0.000019	no	0.001067	0.001163
LG6	3250000	3500000	0	0.060688	LDRs	6	0.424328	0.079256	11078.73684	1506.179104	236.6813187	86	0.000052055	37	0.00003306	88	0.000091039	-1.965845654	-1.214005678	-1.184377966	0.00013246	0.0000646522	0.00000684	0	0.00000506	0.00002262	0	0	-1.28558566	0	-1.44794208	-1.36622431	0	0	0.94273289	0.92352884	0.0258542	0	no	0.001468	0.001647
LG6	3500000	3750000	0	0.102932	LDRs	6	0.40428	0.182904	4423.96	496.6735751	207.5657371	74	0.000032876	21	0.000014838	56	0.000044362	-2.527702743	-1.99273379	-1.971942693	0.000153952	0.0000813915	0.00002576	0.00007053	0.00000377	0.00000849	0	0	-2.27630691	-2.57884663	-1.27535551	-1.42684823	0	0	0.94123947	0.92186018	0.02685758	0	no	0.001345	0.001499
LG6	3750000	4000000	0	0.026636	LDRs	6	0.455332	0.055452	12774.5	2902.538462	226.6753247	54	0.000023843	29	0.000023797	45	0.000029188	-2.519992855	-1.765895069	-2.331326437	0.000145041	0.0000748697	0.00001438	0.00004979	0	0	0.0000437	0	-1.1719673	-2.11520825	0	0	-2.07129688	0	0.95296964	0.93667707	0.03518352	0.000005	no	0.001384	0.001516
LG6	4000000	4250000	0	0.042708	LDRs	6	0.443512	0.080388	6463.875	1601.934066	185.1774194	72	0.000047769	48	0.000031698	64	0.000048142	-1.948280689	-2.129869161	-2.099605365	0.000158993	0.0000856963	0.00000711	0.0000539	0.00001146	0.00006459	0.00000724	0.00025773	-1.14757957	-1.79582052	-2.16983448	-0.43461979	-1.51319574	-1.24389954	0.93493795	0.91820556	0.02384618	0.000005	no	0.001283	0.00136
LG6	4250000	4500000	0	0.043352	LDRs	6	0.4274	0.175416	3689.107143	697.5771812	239.4977778	82	0.000045302	42	0.000028494	40	0.000027379	-2.172944893	-2.06711147	-2.274202957	0.0000672906	0.0000327247	0.00000838	0.00002346	0	0.00001066	0.00000375	0.00001327	-1.65799552	-2.47660164	0	-1.37411141	-1.44990575	-1.34611408	0.94615216	0.92151107	0.0275743	0	no	0.000997	0.001036
LG6	4500000	4750000	0	0.043352	LDRs	6	0.389084	0.189516	3984.047619	1128.832168	305.983871	87	0.000045538	33	0.000028449	98	0.000116218	-2.263828245	-1.330250481	-0.941678853	0.000129379	0.0000697681	0.00000601	0.00004619	0.00001151	0.00001103	0.00012442	0.00018355	-2.47153236	-2.73771811	-0.98232949	-1.33082501	-0.64760259	0.53422225	0.90819129	0.88895258	0.02832886	0.000005	no	0.001066	0.001223
LG6	4750000	5000000	0	0.0472	LDRs	6	0.364444	0.165292	2594.793103	846.0287356	202.375	82	0.000040585	26	0.000021819	43	0.000036166	-2.383794732	-1.554085849	-1.975061156	0.000211767	0.000108116	0.00001072	0.00004399	0.0000068	0	0.00001097	0	-2.06835603	-2.42082856	-1.9699932	0	-2.46857415	0	0.96963977	0.95065145	0.03383499	0.000005	no	0.002055	0.002384
LG6	500000	750000	NA	0.068956	LDRs	6	0.365508	0.036316	6526	4271.634615	164.3846154	117	0.000069906	23	0.000030066	107	0.000166028	-2.090200449	-0.493067013	0.29759901	0.000254501	0.000127681	0.00006376	0.00006719	0.00001328	0	0.00003608	0	-2.32366056	-1.04202506	-1.39585923	0	-2.03600779	0	0.93061808	0.91015936	0.03311259	0	no	0.002696	0.002685
LG6	5000000	5250000	0	0.037868	LDRs	6	0.381472	0.293032	2292.447368	438.4009009	280.3993289	46	0.000027141	28	0.000019406	27	0.000022327	-2.073159501	-1.960764317	-1.887977101	0.0000902986	0.0000450725	0.00000928	0.00001676	0.00000679	0	0.00000242	0	-1.52510753	-2.37201008	-1.10639646	0	-2.59555186	0	0.93361021	0.915876	0.02748311	0	no	0.000865	0.000885
LG6	5250000	5500000	0	0.048476	LDRs	6	0.383932	0.244196	2342.625	432.5990991	236.9513889	52	0.000031464	28	0.000023264	35	0.000044593	-2.054931677	-1.609096578	-1.178698409	0.0000885565	0.0000472464	0	0.00002005	0	0	0	0.00002821	0	-2.31733143	0	0	0	-1.6684016	0.93449118	0.91841653	0.02866915	0.000005	no	0.001057	0.001131
LG6	5500000	5750000	0	0.027712	LDRs	6	0.410284	0.14718	5660.724138	545.3577236	246.8666667	78	0.000036813	28	0.000016067	34	0.000025442	-2.46654895	-2.364545805	-2.172406814	0.00014817	0.0000812177	0.00002154	0.00004566	0.00000347	0.00003133	0	0.00008679	-2.53195322	-2.45148838	-1.37411141	-1.87771721	0	0.16465416	0.96341243	0.94305197	0.02965166	0	no	0.001702	0.001835
LG6	5750000	6000000	0	0.041648	LDRs	6	0.41252	0.217916	3271.606061	540.6649485	227.5272727	53	0.000031094	24	0.000022567	26	0.000019629	-2.090076725	-1.331241153	-2.019027136	0.000106532	0.0000587537	0.0000022	0.00006575	0	0	0	0	-1.31927585	-2.55859261	0	0	0	0	0.9538925	0.93698729	0.02939098	0.000005	no	0.001354	0.001121
LG6	6000000	6250000	0	0.06976	LDRs	6	0.41084	0.1119	4909.842105	1406.402062	236.3902439	72	0.000041723	49	0.000034982	139	0.000139093	-2.160314712	-1.94204068	-1.337403372	0.000111146	0.0000558408	0.00000381	0.00003785	0.00000655	0.00003949	0	0.0000546	-1.34628273	-0.48276572	-2.27279163	-1.97095326	0	-0.0943944	0.87391745	0.85820781	0.02694825	0.000005	no	0.000785	0.000999
LG6	6250000	6500000	0	0.052972	LDRs	6	0.434892	0.018336	NA	6222.093023	108.5116279	69	0.000040437	22	0.000018095	89	0.000092697	-2.169593296	-1.678926755	-1.429551865	0.000130767	0.0000702756	0.00002899	0.00009183	0.00002945	0	0	0	-1.30001128	-1.30001128	-1.36622431	0	0	0	0.90566118	0.88568465	0.02607571	0.00001	no	0.000954	0.001095
LG6	6500000	6750000	0	0.049604	LDRs	6	0.4186	0.036636	13597	4255.0625	176.5344828	94	0.000045288	31	0.000022865	110	0.000101804	-2.407025012	-1.82096451	-1.446531894	0.000190267	0.0000986088	0.00005842	0.00003589	0.00006663	0	0.0000563	0	0.37509926	-1.37983023	-1.22063114	0	-2.54279245	0	0.9237389	0.90478847	0.02851481	0	no	0.001495	0.001657
LG6	6750000	7000000	0	0.05988	LDRs	6	0.409192	0.121848	6353.09375	322.4789916	196.1058824	63	0.000035313	16	0.000011161	30	0.000025312	-2.276683578	-1.94569777	-2.140062287	0.00014392	0.0000721885	0.00000339	0.00003684	0	0	0.0000037	0	-1.35563626	-1.7757921	0	0	-1.60886111	0	0.97905404	0.95931719	0.03099974	0	no	0.001311	0.001486
LG6	7000000	7250000	0	0.0805	LDRs	6	0.435856	0.048448	6451.777778	2716	156.95	82	0.000040759	21	0.000015842	72	0.000056363	-2.344859927	-1.732020891	-1.979619371	0.000176057	0.0000872611	0.00005785	0	0.00003614	0	0.0000266	0	-1.9628614	0	-1.36639914	0	-2.8723856	0	0.96213538	0.9411133	0.03076744	0	no	0.002046	0.002204
LG6	7250000	7500000	0	0.037784	LDRs	6	0.424512	0.077052	7875.117647	1376.184783	179.6904762	93	0.00004047	21	0.000012867	56	0.000060201	-2.52600688	-2.180702944	-0.866648049	0.000180444	0.0000903627	0.00001166	0	0.00000481	0	0	0	-2.05731862	0	-1.46647957	0	0	0	0.96368881	0.94692481	0.02877097	0.000005	no	0.001867	0.002073
LG6	750000	1000000	NA	0.039696	LDRs	6	0.40154	0.117952	5248.055556	1081.621849	212.3246753	109	0.000050117	36	0.000023828	87	0.00007398	-2.485147446	-2.039601618	-1.742574038	0.00023138	0.000117812	0.00003435	0.00009098	0.00001263	0	0.00001482	0.00001117	-2.63502602	-2.72606249	-2.47188513	0	-2.57293804	-1.67939679	0.94833312	0.93374787	0.02585649	0	no	0.002151	0.002285
LG6	7500000	7750000	0.294825785394372	0.04504	LDRs	6	0.444604	0.115856	7196.136364	906.2258065	301.2361111	98	0.000044236	26	0.000022322	40	0.000025789	-2.471038936	-1.529957874	-2.390933682	0.000164	0.0000822319	0.00000462	0.00003582	0	0	0.00000362	0.0000177	-1.29297155	-2.45672973	0	0	-1.64650216	-1.414193	0.97000302	0.95182747	0.02986911	0.00001	no	0.002071	0.002151
LG6	7750000	8000000	3.761228706	0.030856	LDRs	6	0.395328	0.165004	3769.37037	963.7681159	237.7989418	70	0.000035644	11	0.000010972	31	0.000017783	-2.351401496	-1.184040973	-2.578104559	0.000211461	0.000105855	0.00002349	0.00007278	0.00001867	0	0.00000246	0.00003745	-1.44699711	-2.21398255	-0.3268077	0	-1.65342577	-2.60203573	0.9740658	0.95328047	0.02894691	0	no	0.001786	0.001982
LG6	8000000	8250000	1.5485938057741	0.076284	LDRs	6	0.339432	0.241428	2194.023256	385.8212928	191.967033	109	0.000051007	13	0.000010225	113	0.000168481	-2.447045303	-1.689596348	0.275657362	0.0002498	0.000120551	0.00002015	0.00011098	0	0	0.00020545	0.00029224	-2.39853114	-2.68825165	0	0	2.6649167	2.8794578	0.93968839	0.91591662	0.03272797	0.00001	no	0.001679	0.001988
LG6	8250000	8500000	0	0.033364	LDRs	6	0.452072	0.130528	5575.263158	929.3305785	231.49375	105	0.000043707	29	0.000019376	62	0.000047639	-2.586956966	-2.111423041	-2.231459608	0.000215485	0.000102029	0.00001533	0.00011888	0	0	0.00000719	0	-2.48224592	-2.40820548	0	0	-2.43911125	0	0.95654538	0.93386119	0.02828534	0	no	0.001959	0.002
LG6	8500000	8750000	0	0.015488	LDRs	6	0.466256	0.09698	7310.333333	1499.442478	187.7941176	109	0.000051141	22	0.000016509	64	0.00003759	-2.423550633	-1.890095652	-2.526668569	0.000237581	0.000118986	0.00001239	0.00013482	0.00000515	0	0.00001552	0	-1.74735159	-2.63416785	-1.38890778	0	-2.73930198	0	0.95913026	0.93910912	0.02924627	0	no	0.001866	0.002091
LG6	8750000	9000000	0	0.043408	LDRs	6	0.419988	0.126048	4831.086957	844.3282443	201.0171429	86	0.000044144	28	0.000021294	55	0.000040409	-2.330926951	-1.777166975	-2.164367054	0.000219122	0.000109493	0.00000944	0.00008692	0.00001714	0	0.00002194	0.00009572	-0.75735878	-2.49290677	-1.29417707	0	0.80648191	-1.57078631	0.95230062	0.92946542	0.02860262	0.000005	no	0.001817	0.001994
LG6	9000000	9247653	NA	0.068701	LDRs	6	0.392573	0.195689	2415.592593	655.2926829	210.8449612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83069027	0.81239296	0.02943576	0	no	0.001836	0.002082
LG7	0	250000	0	0.06456	LDRs	7	0.443916	0.130964	8158.533333	770.4573643	233.4240506	141	0.000166992	126	0.000155581	165	0.000358192	-0.812884159	-0.800945396	-0.200832582	0.00013017	0.0000541739	0.00005609	0.00006556	0.00004062	0.00003184	0.00003697	0.00020563	-0.27608192	-0.97001555	-0.39568745	-0.45304339	-0.21839213	-1.06834428	0.8626197	0.8617261	0.02648004	0.000041	no	0.001423	0.001513
LG7	1000000	1250000	16.7425384477019	0.020792	LDRs	7	0.42642	0.217504	3638.666667	472.1313131	233.256	173	0.000288235	177	0.000275019	47	0.000033114	1.395684947	0.853300595	-2.166037687	0.000325904	0.000229334	0.00013632	0.000679	0.00013119	0.00056491	0.00000701	0.000007	1.88879044	1.86952622	0.69620387	0.73581537	-2.72157008	-1.6245626	0.88076857	0.87719758	0.02464643	0.000225	no	0.001978	0.002018
LG7	1250000	1500000	9.60212456368851	0.027412	LDRs	7	0.423144	0.18054	5034.740741	401.3314607	220.7702128	162	0.000296561	155	0.000284188	55	0.000055262	1.898191072	1.746571951	-1.51037071	0.000296744	0.000201363	0.00008186	0.00053932	0.00007558	0.00048708	0.00000799	0.00002114	1.45307205	2.76536005	2.99089019	3.04653628	-2.08772409	-2.33189929	0.90028898	0.89731257	0.03207305	0.000073	no	0.001966	0.002178
LG7	1500000	1750000	10.6304965856512	0.030892	LDRs	7	0.440448	0.118992	8904.705882	880.3818182	229.9225352	113	0.000124543	107	0.000131093	63	0.000045683	-0.466097155	-0.227049407	-2.161121193	0.000232098	0.000131087	0.00006	0.00007275	0.00006215	0.00009026	0	0	-0.41970477	1.29246895	0.53092842	0.11415556	0	0	0.91928822	0.91821055	0.02935608	0.000052	no	0.001878	0.002023
LG7	1750000	2000000	4.67758453805475	0.03806	LDRs	7	0.419168	0.162928	6572.863636	716.4836066	286.4971429	199	0.000273121	139	0.000232064	42	0.000029285	0.377497922	1.086295658	-2.210170315	0.000252485	0.000185421	0.00006797	0.0003882	0.00007194	0.00019674	0.00000962	0	-0.10649412	-1.36689029	0.73111046	1.84860662	-2.69571159	0	0.90567543	0.88111425	0.05615472	0.000203	no	0.001695	0.002021
LG7	2000000	2250000	4.20547784	0.081368	LDRs	7	0.385628	0.247424	2696	639.9108911	266.1180328	242	0.00033009	191	0.000282118	110	0.00012355	0.289102569	0.528491314	-1.050432521	0.000216816	0.000156291	0.000281	0.00046469	0.000224	0.0003556	0.00013314	0.00067043	0.48117875	-0.80906335	0.01761562	0.45663659	-1.22041524	-0.5831387	0.85975854	0.83453926	0.03342553	0	no	0.001651	0.001935
LG7	2250000	2500000	13.971625708158	0.041812	LDRs	7	0.431216	0.17254	3916.740741	939.3181818	260.0280899	172	0.000157079	109	0.000140458	79	0.000062357	-1.032703449	-0.119554803	-2.007615445	0.00022772	0.00014158	0.00011506	0.00037584	0.00007499	0.00035933	0.00000806	0.00056887	-0.88259336	-0.68914615	-0.42810699	-0.63844079	-2.76326848	-1.82951408	0.92973007	0.91161808	0.02911504	0.00003	no	0.002004	0.002155
LG7	250000	500000	15.7275120179741	0.033512	LDRs	7	0.399348	0.221128	3974.864865	489.7277487	239.1260163	156	0.000251006	146	0.000264312	46	0.000035642	1.162196644	1.66762589	-2.026868226	0.000271605	0.000137913	0.00005309	0.00037304	0.00004536	0.00036398	0.00000775	0	0.21120175	1.76842518	1.87977871	2.24462166	-1.67727941	0	0.88441063	0.88828872	0.02507187	0.000238	no	0.001646	0.001823
LG7	2500000	2750000	15.8224232451741	0.051	LDRs	7	0.417664	0.055428	8126	3701.912281	227.75	223	0.000185194	181	0.00022189	62	0.000058126	-1.343876677	-0.309474342	-1.496269679	0.000274357	0.000155697	0.00015813	0.00024053	0.00018633	0.00023163	0.00000745	0	-1.68999703	-1.94037548	-0.02372128	0.15018887	-1.63939001	0	0.89317841	0.88947877	0.03081193	0.00006	no	0.001644	0.001887
LG7	2750000	3000000	18.257297997287	0.036988	LDRs	7	0.406436	0.270584	1750.65	475.4625	246.0534125	145	0.000135134	62	0.00003637	34	0.000016875	-0.950514025	-2.194504606	-2.812441205	0.000196517	0.000115232	0.00007289	0.00017474	0.00001978	0.00002914	0.0000063	0.00000554	0.17355057	-1.66212524	-2.09242519	-2.4258055	-2.6090912	-1.63208012	0.96518123	0.93148581	0.06690693	0.000015	no	0.00209	0.002325
LG7	3000000	3250000	14.2915913374956	0.033284	LDRs	7	0.424424	0.021252	12675.2	3798.32	100.4561404	255	0.000297814	143	0.000168717	94	0.00007554	-0.277163061	-0.40158453	-1.82879334	0.000313147	0.000177044	0.0001612	0.00091785	0.00018636	0.00056516	0.00005949	0	-0.02255925	0.71598945	-1.03570752	0.3391395	-2.26242988	0	0.91467581	0.86839577	0.07974695	0.000193	no	0.002132	0.002364
